loc,add_loc,del_loc,com_num,fix_com_num,past_bug_ids,post_bug_ids,hcm,dev_total,dev_minor,dev_major,dev_ownership,period,avg_period,max_interval,min_interval,spatial,timing,faulty,file
5,5,0,2,0,0,0,0.00134492492046991,2,0,2,0.5,1473,736,1423,50,0,0,n,"wicket-examples/src/java/wicket/examples/compref/LabelPage.java"
0,1,0,2,0,0,0,3.87410279907173e-05,1,0,1,1,107,53,107,0,0,0,n,"wicket/src/main/java/org/apache/wicket/protocol/https/RequireHttps.java"
10,0,0,1,0,0,0,0.000354375571478741,1,0,1,1,908,908,908,908,2,0,n,"wicket/src/main/java/wicket/util/convert/SimpleConverterAdapter.java"
3,0,0,1,0,0,0,0.00054974101264898,1,0,1,1,1027,1027,1027,1027,2,0,n,"wicket-extensions/src/main/java/wicket/extensions/markup/html/repeater/data/table/filter/ChoiceFilter.java"
23,17,20,7,0,0,0,0.00308856281596294,3,2,1,0.714285714285714,1483,211,1197,6,0,0,n,"wicket/src/java/wicket/markup/html/form/ChoiceRenderer.java"
0,0,0,1,0,0,0,0.000327329709210828,1,0,1,1,845,845,845,845,0,0,n,"jdk-1.5/wicket-examples/src/main/java/org/apache/wicket/examples/niceurl/mounted/Page4.java"
510,168,33,2,0,0,0,0.000892034088154794,2,0,2,0.5,1264,632,1216,47,0,0,n,"wicket/src/java/wicket/util/string/AppendingStringBuffer.java"
53,16,2,6,0,0,0,0.000361133884102447,3,1,2,0.5,827,137,601,1,2,2,n,"jdk-1.4/wicket/src/main/java/org/apache/wicket/ajax/form/AjaxFormComponentUpdatingBehavior.java"
10,10,18,12,0,0,0,0.0149156571775012,3,1,2,0.5,1688,140,1524,0,0,0,n,"wicket/src/java/wicket/util/convert/converters/LongConverter.java"
38,0,0,1,0,0,0,0.000327329709210828,1,0,1,1,845,845,845,845,0,0,n,"jdk-1.5/wicket-examples/src/main/java/org/apache/wicket/examples/hangman/Game.java"
48,26,15,5,0,0,0,0.00159756085304697,2,0,2,0.6,1267,253,1218,0,0,0,n,"wicket/src/java/wicket/request/target/resource/SharedResourceRequestTarget.java"
209,6,0,3,0,0,0,0.000157793870300213,2,0,2,0.666666666666667,707,235,482,56,0,0,n,"jdk-1.4/wicket/src/main/java/org/apache/wicket/util/string/StringValue.java"
25,1,8,2,1,1,0,7.51010745849316e-05,2,0,2,0.5,571,285,513,57,2,0,n,"jdk-1.4/wicket/src/main/java/org/apache/wicket/util/convert/converters/BigDecimalConverter.java"
58,4,3,3,0,0,1,0.000211273809922334,2,0,2,0.666666666666667,479,159,183,140,3,2,y,"wicket/src/main/java/org/apache/wicket/ajax/form/AjaxFormChoiceComponentUpdatingBehavior.java"
31,24,20,19,1,1,0,0.000988248629274183,3,2,1,0.842105263157895,846,44,638,0,19,3,n,"jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java"
95,1,1,2,0,0,0,0,1,0,1,1,704,352,704,0,0,0,n,"jdk-1.4/wicket/src/main/java/org/apache/wicket/util/resource/UrlResourceStream.java"
4,0,0,1,0,0,0,0.00054974101264898,1,0,1,1,1027,1027,1027,1027,1,0,n,"wicket-extensions/src/main/java/wicket/extensions/ajax/markup/html/IndicatingAjaxSubmitButton.java"
50,14,3,3,0,0,0,0.000187094870770147,2,0,2,0.666666666666667,920,306,906,0,4,1,n,"wicket/src/main/java/wicket/RequestListenerInterface.java"
