loc,add_loc,del_loc,com_num,fix_com_num,past_bug_ids,post_bug_ids,hcm,dev_total,dev_minor,dev_major,dev_ownership,period,avg_period,max_interval,min_interval,spatial,timing,faulty,file
10,1,3,3,0,0,0,9.32191111579122e-05,2,0,2,0.666666666666667,376,125,283,4,1,1,n,"solr/contrib/dataimporthandler/src/main/java/org/apache/solr/handler/dataimport/SolrWriter.f/CL/1/SolrWriter.c/MT/1/deleteByQuery(String)"
7,0,0,1,0,0,0,4.15442623530213e-05,1,0,1,1,357,357,357,357,1,1,n,"lucene/src/java/org/apache/lucene/util/BytesRef.f/CL/1/BytesRef.c/MT/1/utf8ToString()"
3,1,1,3,1,1,0,0.000105983508649774,3,0,3,0.333333333333333,376,125,355,1,3,1,n,"lucene/src/java/org/apache/lucene/search/FieldCacheRangeFilter.f/CL/1/FieldCacheRangeFilter.c/CL/3/FieldCacheDocIdSet.c/MT/1/isCacheable()"
5,0,0,1,0,0,0,3.60754179864873e-05,1,0,1,1,38,38,38,38,0,0,n,"modules/benchmark/src/java/org/apache/lucene/benchmark/byTask/feeds/demohtml/HTMLParserTokenManager.f/CL/1/HTMLParserTokenManager.c/MT/4/jjStopStringLiteralDfa_3(int@long)"
16,0,0,1,0,0,0,5.29152395148157e-05,1,0,1,1,328,328,328,328,0,0,n,"modules/analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegGraph.f/CL/3/SegGraph.c/MT/1/toTokenList()"
3,0,0,1,0,0,0,2.45004340809891e-05,1,0,1,1,233,233,233,233,1,1,n,"lucene/src/java/org/apache/lucene/index/codecs/Codec.f/CL/1/Codec.c/MT/1/toString()"
1,0,0,1,0,0,0,3.95033212146462e-05,1,0,1,1,83,83,83,83,1,0,n,"lucene/src/java/org/apache/lucene/util/automaton/fst/FSTEnum.f/CL/3/FSTEnum.c/MT/2/getTargetLabel()"
9,0,5,2,0,0,0,6.68513647288562e-05,2,0,2,0.5,158,79,119,38,2,1,n,"lucene/src/java/org/apache/lucene/queryParser/QueryParserBase.f/CL/1/QueryParserBase.c/MT/1/init(Version@String,Analyzer)"
5,0,0,1,0,0,0,5.69465829240743e-05,1,0,1,1,376,376,376,376,1,1,n,"solr/src/java/org/apache/solr/schema/IndexSchema.f/CL/1/IndexSchema.c/MT/1/getFieldType(String)"
4,0,0,1,0,0,0,5.29152395148157e-05,1,0,1,1,328,328,328,328,0,0,n,"modules/analysis/common/src/java/org/apache/lucene/analysis/compound/hyphenation/HyphenationTree.f/CL/1/HyphenationTree.c/MT/1/printStats()"
7,0,0,1,0,0,0,5.69465829240743e-05,1,0,1,1,376,376,376,376,1,1,n,"solr/src/solrj/org/apache/solr/client/solrj/SolrQuery.f/CL/1/SolrQuery.c/MT/1/getCopy()"
3,1,1,2,0,0,0,8.62499212633767e-05,2,0,2,0.5,376,188,308,68,2,2,n,"lucene/src/java/org/apache/lucene/util/AttributeSource.f/CL/1/AttributeSource.c/MT/1/hasAttribute(Class<?@extends@Attribute>)"
3,0,0,1,0,0,0,4.15442623530213e-05,1,0,1,1,357,357,357,357,1,1,n,"lucene/src/java/org/apache/lucene/util/BytesRef.f/CL/1/BytesRef.c/MT/1/startsWith(BytesRef)"
1,0,0,1,0,0,0,4.15442623530213e-05,1,0,1,1,357,357,357,357,1,1,n,"lucene/src/java/org/apache/lucene/index/Fields.f/CL/1/Fields.c/MT/1/iterator()"
6,0,0,1,0,0,0,3.19268217739436e-05,1,0,1,1,107,107,107,107,0,0,n,"lucene/src/java/org/apache/lucene/util/automaton/fst/Builder.f/CL/1/Builder.c/CL/3/UnCompiledNode.c/MT/1/deleteLast(int@Node)"
3,0,0,1,0,0,0,4.77321584858217e-05,1,0,1,1,84,84,84,84,0,0,n,"modules/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/PerfTask.f/CL/1/PerfTask.c/MT/2/setName(String)"
3,0,0,1,0,0,0,5.69465829240743e-05,1,0,1,1,376,376,376,376,1,1,n,"lucene/contrib/queryparser/src/java/org/apache/lucene/queryParser/core/nodes/ProximityQueryNode.f/CL/1/ProximityQueryNode.c/MT/1/getProximityType()"
3,1,1,2,0,0,0,6.95181116730562e-05,2,0,2,0.5,284,142,226,58,1,0,n,"solr/src/java/org/apache/solr/response/PageTool.f/CL/1/PageTool.c/MT/1/toString()"
13,0,0,1,0,0,0,2.56776004607887e-05,1,0,1,1,112,112,112,112,1,1,n,"modules/analysis/common/src/java/org/apache/lucene/analysis/standard/UAX29URLEmailTokenizer.f/CL/1/UAX29URLEmailTokenizer.c/MT/4/populateAttributes(String)"
3,0,0,1,0,0,0,3.95033212146462e-05,1,0,1,1,83,83,83,83,1,1,n,"lucene/src/java/org/apache/lucene/search/spans/FieldMaskingSpanQuery.f/CL/1/FieldMaskingSpanQuery.c/MT/1/createWeight(IndexSearcher)"
3,0,0,1,0,0,0,4.15442623530213e-05,1,0,1,1,357,357,357,357,1,1,n,"lucene/src/java/org/apache/lucene/search/MultiPhraseQuery.f/CL/3/UnionDocsAndPositionsEnum.c/MT/1/docID()"
